test_id,node,test_category,test_description,test,result,failure_reason
346,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet30 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
347,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet31 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
348,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet32 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
349,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet33 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
350,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet34 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
351,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet35 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
352,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet36 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
353,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet37 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
354,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet38 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
355,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet39 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
356,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet40 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
357,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet41 - AMBER_VLAN111,PASS,
358,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet42 - AMBER_VLAN111,PASS,
359,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet43 - AMBER_VLAN111,PASS,
360,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet44 - AMBER_VLAN111,PASS,
361,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet45 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
362,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet46 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
363,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet47 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
364,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet48 - AMBER_VLAN111,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
365,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_AMBER-SPINE1_Ethernet3/1,PASS,
366,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
367,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
368,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
369,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
370,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
371,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
372,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
373,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet8 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
374,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet9 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
375,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet10 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
376,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet11 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
377,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet12 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
378,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet13 - AMBER_VLAN112,PASS,
379,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet14 - AMBER_VLAN112,PASS,
380,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet15 - AMBER_VLAN112,PASS,
381,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet16 - AMBER_VLAN112,PASS,
382,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet17 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
383,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet18 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
384,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet19 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
385,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet20 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
386,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet21 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
387,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet22 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
388,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet23 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
389,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet24 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
390,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet25 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
391,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet26 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
392,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet27 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
393,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet28 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
394,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet29 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
395,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet30 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
396,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet31 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
397,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet32 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
398,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet33 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
399,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet34 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
400,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet35 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
401,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet36 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
402,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet37 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
403,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet38 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
404,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet39 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
405,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet40 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
406,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet41 - AMBER_VLAN112,PASS,
407,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet42 - AMBER_VLAN112,PASS,
408,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet43 - AMBER_VLAN112,PASS,
409,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet44 - AMBER_VLAN112,PASS,
410,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet45 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
411,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet46 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
412,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet47 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
413,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet48 - AMBER_VLAN112,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
414,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1/1 - P2P_LINK_TO_AMBER-LEAF1_Ethernet49/1,PASS,
415,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3/1 - P2P_LINK_TO_AMBER-LEAF2_Ethernet49/1,PASS,
416,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet27/1 - P2P_LINK_TO_MEDIA-PTP-1_Ethernet51,PASS,
417,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet28/1 - P2P_LINK_TO_MEDIA-PTP-2_Ethernet51,PASS,
418,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet51/1 - P2P_LINK_TO_BLUE-SPINE1_Ethernet17/1,PASS,
419,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
420,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
421,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
422,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
423,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
424,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
425,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
426,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet8 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
427,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet9 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
428,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet10 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
429,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet11 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
430,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet12 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
431,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet13 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
432,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet14 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
433,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet15 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
434,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet16 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
435,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet17 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
436,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet18 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
437,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet19 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
438,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet20 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
439,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet21 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
440,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet22 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
441,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet23 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
442,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet24 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
443,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet25 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
444,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet26 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
445,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet27 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
446,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet28 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
447,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet29 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
448,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet30 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
449,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet31 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
450,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet32 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
451,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet33 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
452,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet34 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
453,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet35 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
454,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet36 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
455,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet37 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
456,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet38 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
457,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet39 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
458,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet40 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
459,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet41 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
460,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet42 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
461,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet43 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
462,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet44 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
463,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet45 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
464,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet46 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
465,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet47 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
466,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet48 - BLUE_VLAN121,FAIL,Interface shutdown: False - interface status: down - line protocol status: notPresent
467,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet54/1 - P2P_LINK_TO_BLUE-SPINE1_Ethernet25/1,PASS,
468,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
469,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet2 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
470,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - BLUE_VLAN122,PASS,
471,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
472,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
473,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
474,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
475,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet8 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
476,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet9 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
477,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet10 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
478,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet11 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
479,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet12 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
480,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet13 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
481,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet14 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
482,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet15 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
483,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet16 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
484,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet17 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
485,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet18 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
486,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet19 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
487,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet20 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
488,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet21 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
489,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet22 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
490,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet23 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
491,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet24 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
492,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet25 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
493,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet26 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
494,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet27 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
495,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet28 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
496,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet29 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
497,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet30 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
498,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet31 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
499,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet32 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
500,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet33 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
501,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet34 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
502,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet35 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
503,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet36 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
504,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet37 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
505,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet38 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
506,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet39 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
507,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet40 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
508,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet41 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
509,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet42 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
510,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet43 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
511,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet44 - BLUE_VLAN122,PASS,
512,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet45 - BLUE_VLAN122,PASS,
513,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet46 - BLUE_VLAN122,PASS,
514,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet47 - BLUE_VLAN122,PASS,
515,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet48 - BLUE_VLAN122,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
516,blue-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet17/1 - P2P_LINK_TO_BLUE-LEAF1_Ethernet51/1,PASS,
517,blue-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet25/1 - P2P_LINK_TO_BLUE-LEAF2_Ethernet54/1,PASS,
