test_id,node,test_category,test_description,test,result,failure_reason
356,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet40 - mcs senders/receivers,PASS,
357,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet41 - AMBER_VLAN111,PASS,
358,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet42 - AMBER_VLAN111,PASS,
359,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet43 - AMBER_VLAN111,PASS,
360,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet44 - AMBER_VLAN111,PASS,
361,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet45 - AMBER_VLAN111,PASS,
362,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet46 - AMBER_VLAN111,PASS,
363,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet47 - AMBER_VLAN111,PASS,
364,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet48 - AMBER_VLAN111,PASS,
365,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet50/1 - SHUTDOWN_SPINE_LINKS,PASS,
366,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet51/1 - SHUTDOWN_SPINE_LINKS,PASS,
367,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet52/1 - SHUTDOWN_SPINE_LINKS,PASS,
368,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet53/1 - EVS Neuron,PASS,
369,amber-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet54/1 - Imagine SNP-2118212563-Data-A,PASS,
370,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_AMBER-SPINE1_Ethernet3/1,PASS,
371,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet1 - AMBER_VLAN112,PASS,
372,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet2 - AMBER_VLAN112,PASS,
373,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet3 - AMBER_VLAN112,PASS,
374,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet4 - AMBER_VLAN112,PASS,
375,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5 - AMBER_VLAN112,PASS,
376,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet6 - AMBER_VLAN112,PASS,
377,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7 - AMBER_VLAN112,PASS,
378,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet8 - AMBER_VLAN112,PASS,
379,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet9 - AMBER_VLAN112,PASS,
380,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet10 - AMBER_VLAN112,PASS,
381,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet11 - AMBER_VLAN112,PASS,
382,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet12 - AMBER_VLAN112,PASS,
383,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet13 - C100-1 P2-2,PASS,
384,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet14 - C100-1 P2-2,PASS,
385,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet15 - C100-1 P2-3,PASS,
386,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet16 - C100-1 P2-4,PASS,
387,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet17 - C100-2 P2-1,PASS,
388,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet18 - C100-2 P2-2,PASS,
389,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet19 - C100-2 P2-3,PASS,
390,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet20 - C100-2 P2-4,PASS,
391,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet21 - mcs senders/receivers,PASS,
392,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet22 - mcs senders/receivers,PASS,
393,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet23 - mcs senders/receivers,PASS,
394,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet24 - mcs senders/receivers,PASS,
395,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet25 - mcs senders/receivers,PASS,
396,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet26 - mcs senders/receivers,PASS,
397,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet27 - mcs senders/receivers,PASS,
398,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet28 - mcs senders/receivers,PASS,
399,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet29 - mcs senders/receivers,PASS,
400,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet30 - mcs senders/receivers,PASS,
401,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet31 - mcs senders/receivers,PASS,
402,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet32 - mcs senders/receivers,PASS,
403,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet33 - mcs senders/receivers,PASS,
404,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet34 - mcs senders/receivers,PASS,
405,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet35 - mcs senders/receivers,PASS,
406,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet36 - mcs senders/receivers,PASS,
407,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet37 - mcs senders/receivers,PASS,
408,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet38 - mcs senders/receivers,PASS,
409,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet39 - mcs senders/receivers,PASS,
410,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet40 - mcs senders/receivers,PASS,
411,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet41 - AMBER_VLAN112,PASS,
412,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet42 - AMBER_VLAN112,PASS,
413,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet43 - AMBER_VLAN112,PASS,
414,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet44 - AMBER_VLAN112,PASS,
415,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet45 - AMBER_VLAN112,PASS,
416,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet46 - AMBER_VLAN112,PASS,
417,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet47 - AMBER_VLAN112,PASS,
418,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet48 - AMBER_VLAN112,PASS,
419,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet50/1 - SHUTDOWN_SPINE_LINKS,PASS,
420,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet51/1 - SHUTDOWN_SPINE_LINKS,PASS,
421,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet52/1 - SHUTDOWN_SPINE_LINKS,PASS,
422,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet53/1 - EVS Neuron,PASS,
423,amber-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet54/1 - Imagine SNP-2118212563-Data-B,PASS,
424,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet1/1 - P2P_LINK_TO_AMBER-LEAF1_Ethernet49/1,PASS,
425,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3/1 - P2P_LINK_TO_AMBER-LEAF2_Ethernet49/1,PASS,
426,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet27/1 - P2P_LINK_TO_MEDIA-PTP-1_Ethernet51,PASS,
427,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet28/1 - P2P_LINK_TO_MEDIA-PTP-2_Ethernet51,PASS,
428,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet2/1 - mcs senders/receivers,PASS,
429,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet4/1 - mcs senders/receivers,PASS,
430,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5/1 - mcs senders/receivers,PASS,
431,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5/2 - mcs senders/receivers,PASS,
432,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5/3 - mcs senders/receivers,PASS,
433,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5/4 - mcs senders/receivers,PASS,
434,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet6/1 - mcs senders/receivers,PASS,
435,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7/1 - mcs senders/receivers,PASS,
436,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7/2 - mcs senders/receivers,PASS,
437,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7/3 - mcs senders/receivers,PASS,
438,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7/4 - mcs senders/receivers,PASS,
439,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet8/1 - mcs senders/receivers,PASS,
440,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet9/1 - mcs senders/receivers,PASS,
441,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet10/1 - mcs senders/receivers,PASS,
442,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet11/1 - mcs senders/receivers,PASS,
443,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet12/1 - mcs senders/receivers,PASS,
444,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet13/1 - C100-2 P1,PASS,
445,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet14/1 - mcs senders/receivers,PASS,
446,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet15/1 - Telestream iQ Inspect - Eth2,PASS,
447,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet16/1 - smartSCOPE-AristaMaELAB,mcs sender/receiver,PASS,
448,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet17/1 - mcs senders/receivers,PASS,
449,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet18/1 - mcs senders/receivers,PASS,
450,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet19/1 - mcs senders/receivers,PASS,
451,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet20/1 - mcs senders/receivers,PASS,
452,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet21/1 - mcs senders/receivers,PASS,
453,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet22/1 - mcs senders/receivers,PASS,
454,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet23/1 - mcs senders/receivers,PASS,
455,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet24/1 - mcs senders/receivers,PASS,
456,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet25/1 - mcs senders/receivers,PASS,
457,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet26/1 - mcs senders/receivers,PASS,
458,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet27/2 - mcs senders/receivers,PASS,
459,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet27/3 - mcs senders/receivers,PASS,
460,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet28/2 - mcs senders/receivers,PASS,
461,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet28/3 - mcs senders/receivers,PASS,
462,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet29/1 - Links to blue-spine1,PASS,
463,amber-spine1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet30/1 - Links to blue-spine1,PASS,
464,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet51/1 - P2P_LINK_TO_BLUE-SPINE1_Ethernet17/1,PASS,
465,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet1 - Newt-1 A,PASS,
466,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet2 - Newt-1 B,PASS,
467,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet3 - Newt-2 A,PASS,
468,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet4 - Newt-2 B,PASS,
469,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5 - BLUE_VLAN121,PASS,
470,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet6 - BLUE_VLAN121,PASS,
471,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7 - BLUE_VLAN121,PASS,
472,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet8 - BLUE_VLAN121,PASS,
473,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet9 - BLUE_VLAN121,PASS,
474,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet10 - BLUE_VLAN121,PASS,
475,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet11 - BLUE_VLAN121,PASS,
476,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet12 - BLUE_VLAN121,PASS,
477,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet13 - BLUE_VLAN121,PASS,
478,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet14 - BLUE_VLAN121,PASS,
479,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet15 - BLUE_VLAN121,PASS,
480,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet16 - BLUE_VLAN121,PASS,
481,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet17 - BLUE_VLAN121,PASS,
482,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet18 - BLUE_VLAN121,PASS,
483,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet19 - BLUE_VLAN121,PASS,
484,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet20 - BLUE_VLAN121,PASS,
485,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet21 - BLUE_VLAN121,PASS,
486,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet22 - BLUE_VLAN121,PASS,
487,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet23 - BLUE_VLAN121,PASS,
488,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet24 - BLUE_VLAN121,PASS,
489,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet25 - BLUE_VLAN121,PASS,
490,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet26 - BLUE_VLAN121,PASS,
491,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet27 - BLUE_VLAN121,PASS,
492,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet28 - BLUE_VLAN121,PASS,
493,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet29 - BLUE_VLAN121,PASS,
494,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet30 - BLUE_VLAN121,PASS,
495,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet31 - BLUE_VLAN121,PASS,
496,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet32 - BLUE_VLAN121,PASS,
497,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet33 - BLUE_VLAN121,PASS,
498,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet34 - BLUE_VLAN121,PASS,
499,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet35 - BLUE_VLAN121,PASS,
500,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet36 - BLUE_VLAN121,PASS,
501,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet37 - BLUE_VLAN121,PASS,
502,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet38 - BLUE_VLAN121,PASS,
503,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet39 - BLUE_VLAN121,PASS,
504,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet40 - BLUE_VLAN121,PASS,
505,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet41 - BLUE_VLAN121,PASS,
506,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet42 - BLUE_VLAN121,PASS,
507,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet43 - BLUE_VLAN121,PASS,
508,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet44 - BLUE_VLAN121,PASS,
509,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet45 - BLUE_VLAN121,PASS,
510,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet46 - BLUE_VLAN121,PASS,
511,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet47 - BLUE_VLAN121,PASS,
512,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet48 - BLUE_VLAN121,PASS,
513,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet49/1 - SHUTDOWN_SPINE_LINK,PASS,
514,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet50/1 - SHUTDOWN_SPINE_LINK,PASS,
515,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet52/1 - SHUTDOWN_SPINE_LINK,PASS,
516,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet53/1 - BLUE_VLAN121,PASS,
517,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet54/1 - BLUE_VLAN121,PASS,
518,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet55/1 - BLUE_VLAN121,PASS,
519,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet56/1 - BLUE_VLAN121,PASS,
520,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet57/1 - BLUE_VLAN121,PASS,
521,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet58/1 - BLUE_VLAN121,PASS,
522,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet59/1 - BLUE_VLAN121,PASS,
523,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet60/1 - BLUE_VLAN121,PASS,
524,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet60/2 - BLUE_VLAN121,PASS,
525,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet60/3 - BLUE_VLAN121,PASS,
526,blue-leaf1,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet60/4 - BLUE_VLAN121,PASS,
527,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet54/1 - P2P_LINK_TO_BLUE-SPINE1_Ethernet25/1,PASS,
528,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet1 - BLUE_VLAN122,PASS,
529,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet2 - BLUE_VLAN122,PASS,
530,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet3 - BLUE_VLAN122,PASS,
531,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet4 - BLUE_VLAN122,PASS,
532,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet5 - BLUE_VLAN122,PASS,
533,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet6 - BLUE_VLAN122,PASS,
534,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet7 - BLUE_VLAN122,PASS,
535,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet8 - BLUE_VLAN122,PASS,
536,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet9 - BLUE_VLAN122,PASS,
537,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet10 - BLUE_VLAN122,PASS,
538,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet11 - BLUE_VLAN122,PASS,
539,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet12 - BLUE_VLAN122,PASS,
540,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet13 - BLUE_VLAN122,PASS,
541,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet14 - BLUE_VLAN122,PASS,
542,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet15 - BLUE_VLAN122,PASS,
543,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet16 - BLUE_VLAN122,PASS,
544,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet17 - BLUE_VLAN122,PASS,
545,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet18 - BLUE_VLAN122,PASS,
546,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet19 - BLUE_VLAN122,PASS,
547,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet20 - BLUE_VLAN122,PASS,
548,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet21 - BLUE_VLAN122,PASS,
549,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet22 - BLUE_VLAN122,PASS,
550,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet23 - BLUE_VLAN122,PASS,
551,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet24 - BLUE_VLAN122,PASS,
552,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet25 - BLUE_VLAN122,PASS,
553,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet26 - BLUE_VLAN122,PASS,
554,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet27 - BLUE_VLAN122,PASS,
555,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet28 - BLUE_VLAN122,PASS,
556,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet29 - BLUE_VLAN122,PASS,
557,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet30 - BLUE_VLAN122,PASS,
558,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet31 - BLUE_VLAN122,PASS,
559,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet32 - BLUE_VLAN122,PASS,
560,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet33 - BLUE_VLAN122,PASS,
561,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet34 - BLUE_VLAN122,PASS,
562,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet35 - BLUE_VLAN122,PASS,
563,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet36 - BLUE_VLAN122,PASS,
564,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet37 - BLUE_VLAN122,PASS,
565,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet38 - BLUE_VLAN122,PASS,
566,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet39 - BLUE_VLAN122,PASS,
567,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet40 - BLUE_VLAN122,PASS,
568,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet41 - BLUE_VLAN122,PASS,
569,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet42 - BLUE_VLAN122,PASS,
570,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet43 - BLUE_VLAN122,PASS,
571,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet44 - BLUE_VLAN122,PASS,
572,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet45 - BLUE_VLAN122,PASS,
573,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet46 - BLUE_VLAN122,PASS,
574,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet47 - BLUE_VLAN122,PASS,
575,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet48 - BLUE_VLAN122,PASS,
576,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet49 - BLUE_VLAN122,PASS,
577,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet50 - BLUE_VLAN122,PASS,
578,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet51 - BLUE_VLAN122,PASS,
579,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet52 - BLUE_VLAN122,PASS,
580,blue-leaf2,Interface State,Ethernet Interface & Line Protocol == "adminDown",Ethernet53/1 - SHUTDOWN_SPINE_LINKS,PASS,
